date,model,realised_r,VaR_95,ES_95,VaR_99,ES_99
2018-01-08,HistSim,0.006113570815584168,0.012869580417317113,0.017609291420815295,0.020278169382724344,0.025742661890605235
2018-01-09,GARCH,0.0012605846162134782,0.008944516036687883,0.011386729881785723,0.012841468550274956,0.015079046482506764
2018-01-09,Heston,0.0012605846162134782,0.020955030690763928,0.026640136414849035,0.029784361235341943,0.03488514534550267
2018-01-09,Merton,0.0012605846162134782,0.01137803244299495,0.017416044087463993,0.02112715908444528,0.027294309423789548
2018-01-09,HistSim,0.0012605846162134782,0.012869580417317113,0.017609291420815295,0.020278169382724344,0.025742661890605235
2018-01-10,GARCH,-0.000451338529414258,0.009089598484398794,0.011703540033531084,0.01314921585681088,0.015494493528994992
2018-01-10,Heston,-0.000451338529414258,0.019930945017206547,0.025318327563323317,0.028669980235504045,0.03308016917977645
2018-01-10,Merton,-0.000451338529414258,0.011631681917702289,0.017610339315007315,0.021380190219799325,0.02824721039343861
2018-01-10,HistSim,-0.000451338529414258,0.012869580417317113,0.017609291420815295,0.020278169382724344,0.025742661890605235
2018-01-11,GARCH,0.001785429461323318,0.008452487202060897,0.010885856423346286,0.012399728583548132,0.014391719674802824
2018-01-11,Heston,0.001785429461323318,0.019987286384637887,0.02547168862299629,0.029214149617957222,0.03333635935665649
2018-01-11,Merton,0.001785429461323318,0.011238340713720058,0.01726962813479773,0.02155392505059736,0.027983106866581058
2018-01-11,HistSim,0.001785429461323318,0.012869580417317113,0.017609291420815295,0.020278169382724344,0.025742661890605235
2018-01-12,GARCH,0.0028172876803278513,0.008342614457994524,0.010783343633789163,0.012448854904240518,0.014283366149170583
2018-01-12,Heston,0.0028172876803278513,0.020947002903342785,0.026328952889762426,0.029834593277068926,0.03410372111470702
2018-01-12,Merton,0.0028172876803278513,0.011665380264289883,0.017786668456725545,0.021621726488137497,0.027716211717350298
2018-01-12,HistSim,0.0028172876803278513,0.012869580417317113,0.017609291420815295,0.020278169382724344,0.025742661890605235
2018-01-15,GARCH,0.005629512900835465,0.008592438259828012,0.010948450155948308,0.012483085460411332,0.014351946374562052
2018-01-15,Heston,0.005629512900835465,0.02030950137596838,0.0255931135748934,0.028662760177438823,0.03367555217792877
2018-01-15,Merton,0.005629512900835465,0.011469746964556334,0.01709106180330487,0.02111279421504812,0.025792670991171756
2018-01-15,HistSim,0.005629512900835465,0.012664585056722718,0.017335526026678493,0.020278169382724344,0.025742661890605235
2018-01-16,GARCH,-0.0038335658715684673,0.008478187864455419,0.010831731019468088,0.012199080756301257,0.014431989201522824
2018-01-16,Heston,-0.0038335658715684673,0.02045572211743069,0.025624220230015274,0.029177379027668312,0.03275740930670826
2018-01-16,Merton,-0.0038335658715684673,0.011328192273255468,0.017237522869839303,0.021403165533752114,0.027281678137114625
2018-01-16,HistSim,-0.0038335658715684673,0.012664585056722718,0.017335526026678493,0.020278169382724344,0.025742661890605235
2018-01-17,GARCH,0.008199553536430315,0.00848824359593512,0.010773468264261026,0.012344479021739185,0.013927370865521755
2018-01-17,Heston,0.008199553536430315,0.020565064530427755,0.02576791269804765,0.02918652554954947,0.03349386183614575
2018-01-17,Merton,0.008199553536430315,0.011217791743550027,0.01653081244103968,0.01977687391152776,0.02481505228045147
2018-01-17,HistSim,0.008199553536430315,0.012664585056722718,0.017335526026678493,0.020278169382724344,0.025742661890605235
2018-01-18,GARCH,0.0026336022006905324,0.008547112022064044,0.010858599461671194,0.012377398475700649,0.014291033739284755
2018-01-18,Heston,0.0026336022006905324,0.019378900268433894,0.024818421984605963,0.02818202759580247,0.032608853298941774
2018-01-18,Merton,0.0026336022006905324,0.011187205415764125,0.01657014572513788,0.019546207468361932,0.025383441094689423
2018-01-18,HistSim,0.0026336022006905324,0.01237622320441431,0.016939198878195824,0.01814323692066636,0.02528185957487352
2018-01-19,GARCH,0.007157479729841043,0.008157115669924386,0.010604161513362572,0.0121173271112446,0.014108797317951593
2018-01-19,Heston,0.007157479729841043,0.020270626589577807,0.025265689723317244,0.028607020134931074,0.03260541584550615
2018-01-19,Merton,0.007157479729841043,0.011205732176110364,0.016588720413946014,0.020425497741543133,0.02592465571710764
2018-01-19,HistSim,0.007157479729841043,0.01237622320441431,0.016939198878195824,0.01814323692066636,0.02528185957487352
2018-01-22,GARCH,0.006541382438728149,0.008514585314848989,0.010756871663610322,0.012256796563068783,0.014051678405144026
2018-01-22,Heston,0.006541382438728149,0.020063164566361872,0.02533776687690035,0.02848963399151384,0.03267883518202685
2018-01-22,Merton,0.006541382438728149,0.012367248328449206,0.02170026046161481,0.022807059289993242,0.04830857831532358
2018-01-22,HistSim,0.006541382438728149,0.01237622320441431,0.016939198878195824,0.01814323692066636,0.02528185957487352
2018-01-23,GARCH,0.010657745398175322,0.00843317520601407,0.010806479265738453,0.012224659931962046,0.014109588426491857
2018-01-23,Heston,0.010657745398175322,0.019697440394446566,0.024579318638493247,0.027284011172620554,0.03164054041839352
2018-01-23,Merton,0.010657745398175322,0.011461540304533117,0.016700595014216595,0.019974631452017687,0.025511958651287806
2018-01-23,HistSim,0.010657745398175322,0.01237622320441431,0.016939198878195824,0.01814323692066636,0.02528185957487352
2018-01-24,GARCH,0.0002074727827157119,0.008515515552356839,0.010773520581965696,0.01202451641600817,0.014039532861899556
2018-01-24,Heston,0.0002074727827157119,0.020547883608636523,0.025983563174771726,0.02948752279355009,0.0337750725723958
2018-01-24,Merton,0.0002074727827157119,0.011510490513460649,0.017108457898110767,0.020551637744277245,0.026773990657724848
2018-01-24,HistSim,0.0002074727827157119,0.01237622320441431,0.016939198878195824,0.01814323692066636,0.02528185957487352
2018-01-25,GARCH,-0.0014758864718054099,0.008723933767069874,0.011190970235328909,0.012781276664848535,0.014727223171663879
2018-01-25,Heston,-0.0014758864718054099,0.02012403275830507,0.025601970316199825,0.028575361065131817,0.033724011158482045
2018-01-25,Merton,-0.0014758864718054099,0.011087514500921006,0.016598033036797768,0.02008680629309287,0.026421455535575476
2018-01-25,HistSim,-0.0014758864718054099,0.01237622320441431,0.016939198878195824,0.01814323692066636,0.02528185957487352
2018-01-29,GARCH,0.005472974115045659,0.008403863731532757,0.010856247915707568,0.012187386938193044,0.01449235444199109
2018-01-29,Heston,0.005472974115045659,0.019838587124627667,0.02503331190602742,0.028075351329403704,0.032796298347535696
2018-01-29,Merton,0.005472974115045659,0.011049834854891223,0.01646061762669267,0.020071003374005175,0.026125795571364598
2018-01-29,HistSim,0.005472974115045659,0.012139462941840224,0.016904759162703016,0.01814323692066636,0.02528185957487352
2018-01-30,GARCH,-0.007281350035077239,0.008406713148714601,0.010767425551476324,0.012149862638840062,0.014295269498196744
2018-01-30,Heston,-0.007281350035077239,0.019266170805847423,0.02498984935799204,0.028220486272264242,0.03282799462664163
2018-01-30,Merton,-0.007281350035077239,0.01162094357188469,0.01738148211165958,0.022109151879518212,0.026863930878800298
2018-01-30,HistSim,-0.007281350035077239,0.012139462941840224,0.016904759162703016,0.01814323692066636,0.02528185957487352
2018-01-31,GARCH,-0.0019884815852098114,0.008287832509634187,0.010916214046158881,0.012399761093626551,0.014515583947356026
2018-01-31,Heston,-0.0019884815852098114,0.020096116386018312,0.025459216119533425,0.029061532545125748,0.032805149856614146
2018-01-31,Merton,-0.0019884815852098114,0.011011432309834809,0.016400854587892505,0.02009831193297029,0.02537729744918462
2018-01-31,HistSim,-0.0019884815852098114,0.012139462941840224,0.016904759162703016,0.01814323692066636,0.02528185957487352
2018-02-01,GARCH,-0.0009798141281294193,0.008539222335596978,0.01097333867468745,0.01260829937014354,0.014307391409818017
2018-02-01,Heston,-0.0009798141281294193,0.019279774194701442,0.024517182771177613,0.027962699011811133,0.03183792133770899
2018-02-01,Merton,-0.0009798141281294193,0.010812113177800925,0.01636194648096516,0.019624599194089636,0.026231061539143577
2018-02-01,HistSim,-0.0009798141281294193,0.011943631940186524,0.016707287659075407,0.01814323692066636,0.02528185957487352
2018-02-02,GARCH,-0.02353921393307523,0.008225233324129111,0.010613161517251226,0.012184099749533389,0.013950956872002505
2018-02-02,Heston,-0.02353921393307523,0.01949769518411868,0.024822853636801184,0.028003152128087894,0.03231805885109337
2018-02-02,Merton,-0.02353921393307523,0.010674468126758319,0.01588141920627433,0.01919782399242666,0.02465829147243832
2018-02-02,HistSim,-0.02353921393307523,0.011943631940186524,0.016707287659075407,0.01814323692066636,0.02528185957487352
2018-02-05,GARCH,-0.008778620698306483,0.010285218736403201,0.013201562892066804,0.01494326597954163,0.017306341766991987
